Data;Nr. Operações;Volume;Média;Fator Diário;Mínima;Máxima;Moda;Dsv Pdr;Taxa SELIC
2022-04-27;6;2027531,45;11,65;1,00043739;-;-;-;-;11,65%
2022-04-28;6;2076226,43;11,65;1,00043739;-;-;-;-;11,65%
2022-04-29;5;2032054,66;11,65;1,00043739;-;-;-;-;11,65%
2022-05-02;6;2138489,87;11,65;1,00043739;-;-;-;-;11,65%
2022-05-03;6;2263602,55;11,65;1,00043739;-;-;-;-;11,65%
2022-05-04;6;2482744,43;11,65;1,00043739;-;-;-;-;11,65%
2022-05-05;6;2462127,6;12,65;1,00047279;-;-;-;-;12,65%
2022-05-06;5;2428071,4;12,65;1,00047279;-;-;-;-;12,65%
2022-05-09;6;2422848,72;12,65;1,00047279;-;-;-;-;12,65%
2022-05-10;5;2397828,69;12,65;1,00047279;-;-;-;-;12,65%
2022-05-11;5;2411262,09;12,65;1,00047279;-;-;-;-;12,65%
2022-05-12;5;2355732,48;12,65;1,00047279;-;-;-;-;12,65%
2022-05-13;5;2411086,66;12,65;1,00047279;-;-;-;-;12,65%
2022-05-16;5;2304525,59;12,65;1,00047279;-;-;-;-;12,65%
2022-05-17;5;2337232,81;12,65;1,00047279;-;-;-;-;12,65%
2022-05-18;5;2287593,27;12,65;1,00047279;-;-;-;-;12,65%
2022-05-19;5;2276082,09;12,65;1,00047279;-;-;-;-;12,65%
2022-05-20;5;2249434,31;12,65;1,00047279;-;-;-;-;12,65%
2022-05-23;5;2237921,28;12,65;1,00047279;-;-;-;-;12,65%
2022-05-24;4;2104443,09;12,65;1,00047279;-;-;-;-;12,65%
2022-05-25;4;2073191,36;12,65;1,00047279;-;-;-;-;12,65%
2022-05-26;4;2075069,75;12,65;1,00047279;-;-;-;-;12,65%
2022-05-27;4;2041379,34;12,65;1,00047279;-;-;-;-;12,65%
2022-05-30;4;2007229,56;12,65;1,00047279;-;-;-;-;12,65%
2022-05-31;5;2011181,48;12,65;1,00047279;-;-;-;-;12,65%
2022-06-01;4;2031927,35;12,65;1,00047279;-;-;-;-;12,65%
2022-06-02;4;2192702,84;12,65;1,00047279;-;-;-;-;12,65%
2022-06-03;4;2446429,57;12,65;1,00047279;-;-;-;-;12,65%
2022-06-06;5;2468929,24;12,65;1,00047279;-;-;-;-;12,65%
2022-06-07;4;2457439,66;12,65;1,00047279;-;-;-;-;12,65%
2022-06-08;4;2370409,81;12,65;1,00047279;-;-;-;-;12,65%
2022-06-09;4;2400884,2;12,65;1,00047279;-;-;-;-;12,65%
2022-06-10;5;2455555,49;12,65;1,00047279;-;-;-;-;12,65%
2022-06-13;4;2342288,1;12,65;1,00047279;-;-;-;-;12,65%
2022-06-14;5;2388724,28;12,65;1,00047279;-;-;-;-;12,65%
2022-06-15;5;2394406,76;12,65;1,00047279;-;-;-;-;12,65%
2022-06-17;5;2336079,66;13,15;1,00049037;-;-;-;-;13,15%
2022-06-20;5;2288460,85;13,15;1,00049037;-;-;-;-;13,15%
2022-06-21;4;2173703,57;13,15;1,00049037;-;-;-;-;13,15%
2022-06-22;5;2163036,28;13,15;1,00049037;-;-;-;-;13,15%
2022-06-23;4;2068212,73;13,15;1,00049037;-;-;-;-;13,15%
2022-06-24;4;2053396,07;13,15;1,00049037;-;-;-;-;13,15%
2022-06-27;5;2061149,82;13,15;1,00049037;-;-;-;-;13,15%
2022-06-28;5;2141146,31;13,15;1,00049037;-;-;-;-;13,15%
2022-06-29;6;2164899,2;13,15;1,00049037;-;-;-;-;13,15%
2022-06-30;4;2035592,44;13,15;1,00049037;-;-;-;-;13,15%
2022-07-01;4;2090597,84;13,15;1,00049037;-;-;-;-;13,15%
2022-07-04;6;2428619,37;13,15;1,00049037;-;-;-;-;13,15%
2022-07-05;5;2715722,59;13,15;1,00049037;-;-;-;-;13,15%
2022-07-06;5;2761460,26;13,15;1,00049037;-;-;-;-;13,15%
2022-07-07;5;2674742,46;13,15;1,00049037;-;-;-;-;13,15%
2022-07-08;5;2668242,48;13,15;1,00049037;-;-;-;-;13,15%
2022-07-11;7;2675628,8;13,15;1,00049037;-;-;-;-;13,15%
2022-07-12;5;2717622,31;13,15;1,00049037;-;-;-;-;13,15%
2022-07-13;5;2638075,31;13,15;1,00049037;-;-;-;-;13,15%
2022-07-14;5;2616742,43;13,15;1,00049037;-;-;-;-;13,15%
2022-07-15;5;2606524,3;13,15;1,00049037;-;-;-;-;13,15%
2022-07-18;5;2569327,22;13,15;1,00049037;-;-;-;-;13,15%
2022-07-19;4;2500542,82;13,15;1,00049037;-;-;-;-;13,15%
2022-07-20;5;2387316,23;13,15;1,00049037;-;-;-;-;13,15%
2022-07-21;5;2397513,4;13,15;1,00049037;-;-;-;-;13,15%
2022-07-22;5;2403050,55;13,15;1,00049037;-;-;-;-;13,15%
2022-07-25;5;2469374,87;13,15;1,00049037;-;-;-;-;13,15%
2022-07-26;4;2485667,47;13,15;1,00049037;-;-;-;-;13,15%
2022-07-27;5;2498159,48;13,15;1,00049037;-;-;-;-;13,15%
2022-07-28;5;2485160,94;13,15;1,00049037;-;-;-;-;13,15%
2022-07-29;5;2526798,86;13,15;1,00049037;-;-;-;-;13,15%
2022-08-01;4;2560708,17;13,15;1,00049037;-;-;-;-;13,15%
2022-08-02;6;2874686,21;13,15;1,00049037;-;-;-;-;13,15%
2022-08-03;6;3074581,66;13,15;1,00049037;-;-;-;-;13,15%
2022-08-04;5;3112620,9;13,65;1,00050788;-;-;-;-;13,65%
2022-08-05;5;2949547,73;13,65;1,00050788;-;-;-;-;13,65%
2022-08-08;5;2917858,76;13,65;1,00050788;-;-;-;-;13,65%
2022-08-09;5;3004646,49;13,65;1,00050788;-;-;-;-;13,65%
2022-08-10;6;2971660,01;13,65;1,00050788;-;-;-;-;13,65%
2022-08-11;5;2997864,59;13,65;1,00050788;-;-;-;-;13,65%
2022-08-12;5;2956384,45;13,65;1,00050788;-;-;-;-;13,65%
2022-08-15;5;2857127,46;13,65;1,00050788;-;-;-;-;13,65%
2022-08-16;5;2914611,3;13,65;1,00050788;-;-;-;-;13,65%
2022-08-17;5;2825145,41;13,65;1,00050788;-;-;-;-;13,65%
2022-08-18;6;2801066,66;13,65;1,00050788;-;-;-;-;13,65%
2022-08-19;5;2714399,36;13,65;1,00050788;-;-;-;-;13,65%
2022-08-22;5;2701726,03;13,65;1,00050788;-;-;-;-;13,65%
2022-08-23;5;2626886,8;13,65;1,00050788;-;-;-;-;13,65%
2022-08-24;5;2601874,6;13,65;1,00050788;-;-;-;-;13,65%
2022-08-25;5;2552547,36;13,65;1,00050788;-;-;-;-;13,65%
2022-08-26;4;2491041,88;13,65;1,00050788;-;-;-;-;13,65%
2022-08-29;5;2456206,68;13,65;1,00050788;-;-;-;-;13,65%
2022-08-30;5;2463244,74;13,65;1,00050788;-;-;-;-;13,65%
2022-08-31;5;2464247,25;13,65;1,00050788;-;-;-;-;13,65%
2022-09-01;4;2455317,16;13,65;1,00050788;-;-;-;-;13,65%
2022-09-02;5;2706861,23;13,65;1,00050788;-;-;-;-;13,65%
2022-09-05;4;2856554,51;13,65;1,00050788;-;-;-;-;13,65%
2022-09-06;5;2856382,78;13,65;1,00050788;-;-;-;-;13,65%
2022-09-08;6;2724197,87;13,65;1,00050788;-;-;-;-;13,65%
2022-09-09;6;2697438,82;13,65;1,00050788;-;-;-;-;13,65%
2022-09-12;5;2673403,16;13,65;1,00050788;-;-;-;-;13,65%
2022-09-13;4;2624876,73;13,65;1,00050788;-;-;-;-;13,65%
2022-09-14;6;2529950,46;13,65;1,00050788;-;-;-;-;13,65%
2022-09-15;5;2504205,05;13,65;1,00050788;-;-;-;-;13,65%
2022-09-16;5;2535811,83;13,65;1,00050788;-;-;-;-;13,65%
2022-09-19;4;2470021,89;13,65;1,00050788;-;-;-;-;13,65%
2022-09-20;5;2416059,66;13,65;1,00050788;-;-;-;-;13,65%
2022-09-21;5;2380970,25;13,65;1,00050788;-;-;-;-;13,65%
2022-09-22;4;2350725,05;13,65;1,00050788;-;-;-;-;13,65%
2022-09-23;5;2263738,93;13,65;1,00050788;-;-;-;-;13,65%
2022-09-26;4;2274122,79;13,65;1,00050788;-;-;-;-;13,65%
2022-09-27;3;2195234,7;13,65;1,00050788;-;-;-;-;13,65%
2022-09-28;5;2346371,85;13,65;1,00050788;-;-;-;-;13,65%
2022-09-29;4;2199187,12;13,65;1,00050788;-;-;-;-;13,65%
2022-09-30;4;2170762,07;13,65;1,00050788;-;-;-;-;13,65%
2022-10-03;5;2200303,88;13,65;1,00050788;-;-;-;-;13,65%
2022-10-04;5;2440903,32;13,65;1,00050788;-;-;-;-;13,65%
2022-10-05;5;2626968,58;13,65;1,00050788;-;-;-;-;13,65%
2022-10-06;4;2651424,16;13,65;1,00050788;-;-;-;-;13,65%
2022-10-07;4;2623487,43;13,65;1,00050788;-;-;-;-;13,65%
2022-10-10;6;2609374,67;13,65;1,00050788;-;-;-;-;13,65%
2022-10-11;3;2403870,23;13,65;1,00050788;-;-;-;-;13,65%
2022-10-13;4;2332533,53;13,65;1,00050788;-;-;-;-;13,65%
2022-10-14;5;2334740,77;13,65;1,00050788;-;-;-;-;13,65%
2022-10-17;5;2278989,65;13,65;1,00050788;-;-;-;-;13,65%
2022-10-18;5;2299311,71;13,65;1,00050788;-;-;-;-;13,65%
2022-10-19;5;2256997,84;13,65;1,00050788;-;-;-;-;13,65%
2022-10-20;4;2183041,07;13,65;1,00050788;-;-;-;-;13,65%
2022-10-21;3;2155702,01;13,65;1,00050788;-;-;-;-;13,65%
2022-10-24;5;2190335,78;13,65;1,00050788;-;-;-;-;13,65%
2022-10-25;4;2216490,9;13,65;1,00050788;-;-;-;-;13,65%
2022-10-26;5;2187466,3;13,65;1,00050788;-;-;-;-;13,65%
2022-10-27;3;2161365,69;13,65;1,00050788;-;-;-;-;13,65%
2022-10-28;4;2159396,59;13,65;1,00050788;-;-;-;-;13,65%
2022-10-31;5;2103999,95;13,65;1,00050788;-;-;-;-;13,65%
2022-11-01;5;2113042,35;13,65;1,00050788;-;-;-;-;13,65%
2022-11-03;4;2339017,23;13,65;1,00050788;-;-;-;-;13,65%
2022-11-04;5;2546190,48;13,65;1,00050788;-;-;-;-;13,65%
2022-11-07;4;2686236,73;13,65;1,00050788;-;-;-;-;13,65%
2022-11-08;4;2684273,5;13,65;1,00050788;-;-;-;-;13,65%
2022-11-09;4;2609942,64;13,65;1,00050788;-;-;-;-;13,65%
2022-11-10;3;2596004,42;13,65;1,00050788;-;-;-;-;13,65%
2022-11-11;4;2540212,27;13,65;1,00050788;-;-;-;-;13,65%
2022-11-14;4;2573750,28;13,65;1,00050788;-;-;-;-;13,65%
2022-11-16;4;2586887,14;13,65;1,00050788;-;-;-;-;13,65%
2022-11-17;4;2551069,06;13,65;1,00050788;-;-;-;-;13,65%
2022-11-18;4;2555188,73;13,65;1,00050788;-;-;-;-;13,65%
2022-11-21;4;2518936,58;13,65;1,00050788;-;-;-;-;13,65%
2022-11-22;4;2548175,43;13,65;1,00050788;-;-;-;-;13,65%
2022-11-23;4;2456690,6;13,65;1,00050788;-;-;-;-;13,65%
2022-11-24;4;2473625,19;13,65;1,00050788;-;-;-;-;13,65%
2022-11-25;4;2395417,11;13,65;1,00050788;-;-;-;-;13,65%
2022-11-28;4;2433336,16;13,65;1,00050788;-;-;-;-;13,65%
2022-11-29;4;2335130,22;13,65;1,00050788;-;-;-;-;13,65%
2022-11-30;4;2277444,52;13,65;1,00050788;-;-;-;-;13,65%
2022-12-01;4;2294596,55;13,65;1,00050788;-;-;-;-;13,65%
2022-12-02;4;2547821,39;13,65;1,00050788;-;-;-;-;13,65%
2022-12-05;4;2962448,99;13,65;1,00050788;-;-;-;-;13,65%
2022-12-06;4;2906547,32;13,65;1,00050788;-;-;-;-;13,65%
2022-12-07;4;2921182,67;13,65;1,00050788;-;-;-;-;13,65%
2022-12-08;5;2918313,78;13,65;1,00050788;-;-;-;-;13,65%
2022-12-09;4;2901601,23;13,65;1,00050788;-;-;-;-;13,65%
2022-12-12;4;2869745,32;13,65;1,00050788;-;-;-;-;13,65%
2022-12-13;4;2816633,75;13,65;1,00050788;-;-;-;-;13,65%
2022-12-14;5;2748478,25;13,65;1,00050788;-;-;-;-;13,65%
2022-12-15;4;2707115,82;13,65;1,00050788;-;-;-;-;13,65%
2022-12-16;4;2684058,08;13,65;1,00050788;-;-;-;-;13,65%
2022-12-19;4;2631263,11;13,65;1,00050788;-;-;-;-;13,65%
2022-12-20;3;2553551,35;13,65;1,00050788;-;-;-;-;13,65%
2022-12-21;4;2514044,09;13,65;1,00050788;-;-;-;-;13,65%
2022-12-22;4;2485332,47;13,65;1,00050788;-;-;-;-;13,65%
2022-12-23;4;2490258,97;13,65;1,00050788;-;-;-;-;13,65%
2022-12-26;5;2578273,09;13,65;1,00050788;-;-;-;-;13,65%
2022-12-27;5;2581076,2;13,65;1,00050788;-;-;-;-;13,65%
2022-12-28;5;2577013,52;13,65;1,00050788;-;-;-;-;13,65%
2022-12-29;4;2580111,62;13,65;1,00050788;-;-;-;-;13,65%
2022-12-30;4;2566409,08;13,65;1,00050788;-;-;-;-;13,65%
2023-01-02;4;2642119,05;13,65;1,00050788;-;-;-;-;13,65%
2023-01-03;4;2821578,72;13,65;1,00050788;-;-;-;-;13,65%
2023-01-04;4;3041373,96;13,65;1,00050788;-;-;-;-;13,65%
2023-01-05;4;3014999,98;13,65;1,00050788;-;-;-;-;13,65%
2023-01-06;4;2944040,39;13,65;1,00050788;-;-;-;-;13,65%
2023-01-09;5;2980622,77;13,65;1,00050788;-;-;-;-;13,65%
2023-01-10;4;2849941,07;13,65;1,00050788;-;-;-;-;13,65%
2023-01-11;3;2675314,47;13,65;1,00050788;-;-;-;-;13,65%
2023-01-12;3;2629138,3;13,65;1,00050788;-;-;-;-;13,65%
2023-01-13;4;2599731,7;13,65;1,00050788;-;-;-;-;13,65%
2023-01-16;4;2493230,19;13,65;1,00050788;-;-;-;-;13,65%
2023-01-17;5;2473606,48;13,65;1,00050788;-;-;-;-;13,65%
2023-01-18;4;2372561,95;13,65;1,00050788;-;-;-;-;13,65%
2023-01-19;3;2342128,54;13,65;1,00050788;-;-;-;-;13,65%
2023-01-20;3;2257837,38;13,65;1,00050788;-;-;-;-;13,65%
2023-01-23;4;2231320,12;13,65;1,00050788;-;-;-;-;13,65%
2023-01-24;3;2235069,69;13,65;1,00050788;-;-;-;-;13,65%
2023-01-25;3;2206793,86;13,65;1,00050788;-;-;-;-;13,65%
2023-01-26;3;2188796,62;13,65;1,00050788;-;-;-;-;13,65%
2023-01-27;3;2164200,84;13,65;1,00050788;-;-;-;-;13,65%
2023-01-30;2;2111101,19;13,65;1,00050788;-;-;-;-;13,65%
2023-01-31;3;2098222,42;13,65;1,00050788;-;-;-;-;13,65%
2023-02-01;3;2089529,08;13,65;1,00050788;-;-;-;-;13,65%
2023-02-02;3;2302719,53;13,65;1,00050788;-;-;-;-;13,65%
2023-02-03;3;2522477,92;13,65;1,00050788;-;-;-;-;13,65%
2023-02-06;3;2511310,2;13,65;1,00050788;-;-;-;-;13,65%
2023-02-07;4;2577428,83;13,65;1,00050788;-;-;-;-;13,65%
2023-02-08;3;2469275,8;13,65;1,00050788;-;-;-;-;13,65%
2023-02-09;3;2439712,79;13,65;1,00050788;-;-;-;-;13,65%
2023-02-10;3;2399431,83;13,65;1,00050788;-;-;-;-;13,65%
2023-02-13;3;2341406,85;13,65;1,00050788;-;-;-;-;13,65%
2023-02-14;3;2343885,54;13,65;1,00050788;-;-;-;-;13,65%
2023-02-15;3;2322504,26;13,65;1,00050788;-;-;-;-;13,65%
2023-02-16;3;2313508,57;13,65;1,00050788;-;-;-;-;13,65%
2023-02-17;3;2262908,08;13,65;1,00050788;-;-;-;-;13,65%
2023-02-22;4;2368881,08;13,65;1,00050788;-;-;-;-;13,65%
2023-02-23;3;2265765,9;13,65;1,00050788;-;-;-;-;13,65%
2023-02-24;3;2260490,48;13,65;1,00050788;-;-;-;-;13,65%
2023-02-27;3;2385083,27;13,65;1,00050788;-;-;-;-;13,65%
2023-02-28;3;2348890,72;13,65;1,00050788;-;-;-;-;13,65%
2023-03-01;3;2307320,65;13,65;1,00050788;-;-;-;-;13,65%
2023-03-02;3;2495926,5;13,65;1,00050788;-;-;-;-;13,65%
2023-03-03;3;2724237,18;13,65;1,00050788;-;-;-;-;13,65%
2023-03-06;4;2785730,87;13,65;1,00050788;-;-;-;-;13,65%
2023-03-07;4;2786864,15;13,65;1,00050788;-;-;-;-;13,65%
2023-03-08;3;2698268,75;13,65;1,00050788;-;-;-;-;13,65%
2023-03-09;3;2684434,06;13,65;1,00050788;-;-;-;-;13,65%
2023-03-10;3;2652223,35;13,65;1,00050788;-;-;-;-;13,65%
2023-03-13;3;2689354,66;13,65;1,00050788;-;-;-;-;13,65%
2023-03-14;3;2645864,42;13,65;1,00050788;-;-;-;-;13,65%
2023-03-15;3;2593896,81;13,65;1,00050788;-;-;-;-;13,65%
2023-03-16;3;2604683,92;13,65;1,00050788;-;-;-;-;13,65%
2023-03-17;3;2595950,45;13,65;1,00050788;-;-;-;-;13,65%
2023-03-20;4;2684982,69;13,65;1,00050788;-;-;-;-;13,65%
2023-03-21;4;2668834,66;13,65;1,00050788;-;-;-;-;13,65%
2023-03-22;4;2581706,99;13,65;1,00050788;-;-;-;-;13,65%
2023-03-23;4;2543287,46;13,65;1,00050788;-;-;-;-;13,65%
2023-03-24;3;2524099,32;13,65;1,00050788;-;-;-;-;13,65%
2023-03-27;3;2542284,25;13,65;1,00050788;-;-;-;-;13,65%
2023-03-28;3;2537385,23;13,65;1,00050788;-;-;-;-;13,65%
2023-03-29;3;2491005,57;13,65;1,00050788;-;-;-;-;13,65%
2023-03-30;4;2572177,69;13,65;1,00050788;-;-;-;-;13,65%
2023-03-31;4;2504306,53;13,65;1,00050788;-;-;-;-;13,65%
2023-04-03;4;2549626,09;13,65;1,00050788;-;-;-;-;13,65%
2023-04-04;4;2732025,85;13,65;1,00050788;-;-;-;-;13,65%
2023-04-05;4;2911258,69;13,65;1,00050788;-;-;-;-;13,65%
2023-04-06;4;2929328,15;13,65;1,00050788;-;-;-;-;13,65%
2023-04-10;4;3036847,27;13,65;1,00050788;-;-;-;-;13,65%
2023-04-11;4;3099029,99;13,65;1,00050788;-;-;-;-;13,65%
2023-04-12;3;2988186,5;13,65;1,00050788;-;-;-;-;13,65%
2023-04-13;4;3008385,09;13,65;1,00050788;-;-;-;-;13,65%
2023-04-14;4;3000689,08;13,65;1,00050788;-;-;-;-;13,65%
2023-04-17;4;3013312,68;13,65;1,00050788;-;-;-;-;13,65%
2023-04-18;4;3026601,97;13,65;1,00050788;-;-;-;-;13,65%
2023-04-19;4;2939719,31;13,65;1,00050788;-;-;-;-;13,65%
2023-04-20;4;2916604,98;13,65;1,00050788;-;-;-;-;13,65%
2023-04-24;4;2881380,9;13,65;1,00050788;-;-;-;-;13,65%
2023-04-25;4;2883421,55;13,65;1,00050788;-;-;-;-;13,65%
2023-04-26;4;2934110,88;13,65;1,00050788;-;-;-;-;13,65%
2023-04-27;4;2924758,67;13,65;1,00050788;-;-;-;-;13,65%
2023-04-28;3;2725963,94;13,65;1,00050788;-;-;-;-;13,65%
2023-05-02;4;2756447,74;13,65;1,00050788;-;-;-;-;13,65%
2023-05-03;3;2951451,41;13,65;1,00050788;-;-;-;-;13,65%
2023-05-04;2;3155238,15;13,65;1,00050788;-;-;-;-;13,65%
2023-05-05;3;3079671,1;13,65;1,00050788;-;-;-;-;13,65%
2023-05-08;5;3134905,01;13,65;1,00050788;-;-;-;-;13,65%
2023-05-09;3;3009055,74;13,65;1,00050788;-;-;-;-;13,65%
2023-05-10;3;2956222,74;13,65;1,00050788;-;-;-;-;13,65%
2023-05-11;2;2948528,11;13,65;1,00050788;-;-;-;-;13,65%
2023-05-12;3;2905915,5;13,65;1,00050788;-;-;-;-;13,65%
2023-05-15;3;2953148,03;13,65;1,00050788;-;-;-;-;13,65%
2023-05-16;3;2938929,51;13,65;1,00050788;-;-;-;-;13,65%
2023-05-17;2;2877365,76;13,65;1,00050788;-;-;-;-;13,65%
2023-05-18;2;2869764,97;13,65;1,00050788;-;-;-;-;13,65%
2023-05-19;3;2772441,9;13,65;1,00050788;-;-;-;-;13,65%
2023-05-22;2;2670463,18;13,65;1,00050788;-;-;-;-;13,65%
2023-05-23;2;2684005,15;13,65;1,00050788;-;-;-;-;13,65%
2023-05-24;2;2642804,01;13,65;1,00050788;-;-;-;-;13,65%
2023-05-25;2;2622551,97;13,65;1,00050788;-;-;-;-;13,65%
2023-05-26;2;2475660,58;13,65;1,00050788;-;-;-;-;13,65%
2023-05-29;2;2488338,67;13,65;1,00050788;-;-;-;-;13,65%
2023-05-30;4;2496673,4;13,65;1,00050788;-;-;-;-;13,65%
2023-05-31;2;2430846,54;13,65;1,00050788;-;-;-;-;13,65%
2023-06-01;2;2440046,08;13,65;1,00050788;-;-;-;-;13,65%
2023-06-02;3;2670054,6;13,65;1,00050788;-;-;-;-;13,65%
2023-06-05;2;2784001,63;13,65;1,00050788;-;-;-;-;13,65%
2023-06-06;4;2851862,04;13,65;1,00050788;-;-;-;-;13,65%
2023-06-07;4;2746339,72;13,65;1,00050788;-;-;-;-;13,65%
2023-06-09;4;2767781,77;13,65;1,00050788;-;-;-;-;13,65%
2023-06-12;4;2744079,33;13,65;1,00050788;-;-;-;-;13,65%
2023-06-13;3;2741083,16;13,65;1,00050788;-;-;-;-;13,65%
2023-06-14;3;2671515,65;13,65;1,00050788;-;-;-;-;13,65%
2023-06-15;3;2670533,56;13,65;1,00050788;-;-;-;-;13,65%
2023-06-16;3;2583458,88;13,65;1,00050788;-;-;-;-;13,65%
2023-06-19;3;2553082,87;13,65;1,00050788;-;-;-;-;13,65%
2023-06-20;3;2471093,26;13,65;1,00050788;-;-;-;-;13,65%
2023-06-21;3;2449770,61;13,65;1,00050788;-;-;-;-;13,65%
2023-06-22;3;2426769,68;13,65;1,00050788;-;-;-;-;13,65%
2023-06-23;3;2418814,87;13,65;1,00050788;-;-;-;-;13,65%
2023-06-26;3;2439231,42;13,65;1,00050788;-;-;-;-;13,65%
2023-06-27;3;2426468,09;13,65;1,00050788;-;-;-;-;13,65%
2023-06-28;3;2452591,61;13,65;1,00050788;-;-;-;-;13,65%
2023-06-29;4;2414244,1;13,65;1,00050788;-;-;-;-;13,65%
2023-06-30;3;2305109,55;13,65;1,00050788;-;-;-;-;13,65%
2023-07-03;3;2295509,79;13,65;1,00050788;-;-;-;-;13,65%
2023-07-04;3;2574417,57;13,65;1,00050788;-;-;-;-;13,65%
2023-07-05;3;2947421,92;13,65;1,00050788;-;-;-;-;13,65%
2023-07-06;3;2979925,73;13,65;1,00050788;-;-;-;-;13,65%
2023-07-07;3;2789260,49;13,65;1,00050788;-;-;-;-;13,65%
2023-07-10;3;2722952,85;13,65;1,00050788;-;-;-;-;13,65%
2023-07-11;2;2709657,24;13,65;1,00050788;-;-;-;-;13,65%
2023-07-12;3;2699495,22;13,65;1,00050788;-;-;-;-;13,65%
2023-07-13;3;2641936,52;13,65;1,00050788;-;-;-;-;13,65%
2023-07-14;3;2586579,02;13,65;1,00050788;-;-;-;-;13,65%
2023-07-17;3;2468005,47;13,65;1,00050788;-;-;-;-;13,65%
2023-07-18;4;2469178,43;13,65;1,00050788;-;-;-;-;13,65%
2023-07-19;4;2431395,44;13,65;1,00050788;-;-;-;-;13,65%
2023-07-20;2;2354378,48;13,65;1,00050788;-;-;-;-;13,65%
2023-07-21;3;2355705,3;13,65;1,00050788;-;-;-;-;13,65%
2023-07-24;2;2371814,74;13,65;1,00050788;-;-;-;-;13,65%
2023-07-25;3;2398506,38;13,65;1,00050788;-;-;-;-;13,65%
2023-07-26;3;2348786,42;13,65;1,00050788;-;-;-;-;13,65%
2023-07-27;5;2370886,37;13,65;1,00050788;-;-;-;-;13,65%
2023-07-28;3;2224375,61;13,65;1,00050788;-;-;-;-;13,65%
2023-07-31;4;2211278,35;13,65;1,00050788;-;-;-;-;13,65%
2023-08-01;3;2181161,96;13,65;1,00050788;-;-;-;-;13,65%
2023-08-02;3;2489506,55;13,65;1,00050788;-;-;-;-;13,65%
2023-08-03;3;2542568,36;13,15;1,00049037;-;-;-;-;13,15%
2023-08-04;3;2521915,1;13,15;1,00049037;-;-;-;-;13,15%
2023-08-07;3;2603856,12;13,15;1,00049037;-;-;-;-;13,15%
2023-08-08;3;2634727,51;13,15;1,00049037;-;-;-;-;13,15%
2023-08-09;3;2574314,71;13,15;1,00049037;-;-;-;-;13,15%
2023-08-10;3;2557048,41;13,15;1,00049037;-;-;-;-;13,15%
2023-08-11;3;2313969,47;13,15;1,00049037;-;-;-;-;13,15%
2023-08-14;3;2240068,38;13,15;1,00049037;-;-;-;-;13,15%
2023-08-15;3;2201680,55;13,15;1,00049037;-;-;-;-;13,15%
2023-08-16;3;2165739,28;13,15;1,00049037;-;-;-;-;13,15%
2023-08-17;2;2093914,6;13,15;1,00049037;-;-;-;-;13,15%
2023-08-18;2;2063126,95;13,15;1,00049037;-;-;-;-;13,15%
2023-08-21;2;2072052,37;13,15;1,00049037;-;-;-;-;13,15%
2023-08-22;2;2089578,26;13,15;1,00049037;-;-;-;-;13,15%
2023-08-23;2;2070232,92;13,15;1,00049037;-;-;-;-;13,15%
2023-08-24;2;2108882,95;13,15;1,00049037;-;-;-;-;13,15%
2023-08-25;3;2194202,03;13,15;1,00049037;-;-;-;-;13,15%
2023-08-28;3;2106483,49;13,15;1,00049037;-;-;-;-;13,15%
2023-08-29;2;2035370,67;13,15;1,00049037;-;-;-;-;13,15%
2023-08-30;2;2024297,36;13,15;1,00049037;-;-;-;-;13,15%
2023-08-31;2;1986980,65;13,15;1,00049037;-;-;-;-;13,15%
2023-09-01;2;1982294,16;13,15;1,00049037;-;-;-;-;13,15%
2023-09-04;2;2348102,19;13,15;1,00049037;-;-;-;-;13,15%
2023-09-05;2;2567539,17;13,15;1,00049037;-;-;-;-;13,15%
2023-09-06;3;2533718,95;13,15;1,00049037;-;-;-;-;13,15%
2023-09-08;3;2476998,37;13,15;1,00049037;-;-;-;-;13,15%
2023-09-11;2;2443961,43;13,15;1,00049037;-;-;-;-;13,15%
2023-09-12;2;2425375,53;13,15;1,00049037;-;-;-;-;13,15%
2023-09-13;2;2355774,82;13,15;1,00049037;-;-;-;-;13,15%
2023-09-14;2;2261573,89;13,15;1,00049037;-;-;-;-;13,15%
2023-09-15;2;2240144,51;13,15;1,00049037;-;-;-;-;13,15%
2023-09-18;2;2195954,16;13,15;1,00049037;-;-;-;-;13,15%
2023-09-19;3;2198497,7;13,15;1,00049037;-;-;-;-;13,15%
2023-09-20;2;2140968,83;13,15;1,00049037;-;-;-;-;13,15%
2023-09-21;2;2000499,44;12,65;1,00047279;-;-;-;-;12,65%
2023-09-22;2;1970804,95;12,65;1,00047279;-;-;-;-;12,65%
2023-09-25;3;2034875,19;12,65;1,00047279;-;-;-;-;12,65%
2023-09-26;2;1993009,88;12,65;1,00047279;-;-;-;-;12,65%
2023-09-27;2;1970157,56;12,65;1,00047279;-;-;-;-;12,65%
2023-09-28;4;1986246,04;12,65;1,00047279;-;-;-;-;12,65%
2023-09-29;3;1835526,38;12,65;1,00047279;-;-;-;-;12,65%
2023-10-02;2;1821690,7;12,65;1,00047279;-;-;-;-;12,65%
2023-10-03;3;2048345,01;12,65;1,00047279;-;-;-;-;12,65%
2023-10-04;3;2257644,96;12,65;1,00047279;-;-;-;-;12,65%
2023-10-05;3;2290966,99;12,65;1,00047279;-;-;-;-;12,65%
2023-10-06;3;2263070,19;12,65;1,00047279;-;-;-;-;12,65%
